gene_id	log2FoldChange	pvalue
G7614	-0.282030508	0.185874796
G7615	-0.278956265	0.18588534
G7616	0.201835335	0.185910123
G7617	-0.303293979	0.185957896
G7618	-0.288969127	0.185978503
G7619	0.304645861	0.185999644
G7620	2.453588261	0.18602477
G7621	-0.283368656	0.186036808
G7622	-0.371368297	0.186118702
G7623	-1.054289813	0.186192232
G7624	-0.220260989	0.18620467
G7625	-0.351789666	0.186264511
G7626	0.22125871	0.186282644
G7627	0.741720456	0.186304855
G7628	-0.646803355	0.186319205
G7629	0.441907155	0.186344833
G7630	0.309566348	0.186361916
G7631	0.465577316	0.186365791
G7632	-1.432209175	0.186396588
G7633	0.356427846	0.186440144
G7634	-1.322943969	0.186443983
G7635	-0.425731255	0.186447645
G7636	-0.599961503	0.186470305
G7637	-0.730767172	0.186492456
G7638	-0.701392817	0.186504235
G7639	0.455395988	0.186544209
G7640	-0.428789744	0.186544817
G7641	-0.265127261	0.186548973
G7642	0.376246099	0.186552093
G7643	0.692223566	0.186673812
G7644	1.241408841	0.186685286
G7645	-1.028836098	0.186690174
G7646	-0.275332533	0.186690343
G7647	3.336530934	0.18669574
G7648	0.634276529	0.186840151
G7649	-0.486007746	0.18695026
G7650	3.965263208	0.186990197
G7651	-0.739820339	0.187032555
G7652	-0.590117583	0.187060126
G7653	-0.347518032	0.18709874
G7654	-0.394132589	0.1871183
G7655	0.40188177	0.187200463
G7656	0.21248253	0.187212435
G7657	0.308074033	0.187242015
G7658	0.365369152	0.187325009
G7659	-0.681147361	0.187424833
G7660	0.241986946	0.18744574
G7661	-1.645939985	0.187526733
G7662	-0.266274028	0.187584278
G7663	1.028049572	0.187615961
G7664	0.233761646	0.187634482
G7665	2.105252465	0.187709652
G7666	1.599817316	0.187737914
G7667	-0.247455333	0.187751628
G7668	0.279916444	0.187779431
G7669	-0.377216165	0.187869182
G7670	0.297308232	0.187940397
G7671	1.352200983	0.187989065
G7672	0.220690467	0.188022617
G7673	3.960444357	0.188031734
G7674	3.960444357	0.188031734
G7675	3.960444357	0.188031734
G7676	3.960444357	0.188031734
G7677	-0.472166004	0.188032256
G7678	3.970084525	0.188105681
G7679	0.226569931	0.188118068
G7680	0.219546729	0.188149515
G7681	0.246888536	0.188237905
G7682	-0.409439247	0.188247671
G7683	0.354006593	0.188275089
G7684	-2.586555012	0.188398316
G7685	-0.528903378	0.188404152
G7686	-0.487698286	0.188422299
G7687	-0.922161451	0.188471792
G7688	-0.568552439	0.18853618
G7689	-3.195731323	0.188576677
G7690	3.021454004	0.188608886
G7691	-0.288851236	0.188646564
G7692	0.367962922	0.188648222
G7693	0.245084431	0.188666406
G7694	-0.38130961	0.188707255
G7695	-0.351545399	0.188747435
G7696	0.455809777	0.188765836
G7697	1.819945888	0.188786165
G7698	0.34866924	0.188804686
G7699	0.410503934	0.188847922
G7700	0.346105246	0.188880723
G7701	0.669929587	0.188885287
G7702	-0.226725211	0.188948341
G7703	-0.318449221	0.188968939
G7704	-0.268465865	0.188989441
G7705	-0.451567048	0.189027372
G7706	-0.580803058	0.189033474
G7707	-0.538469122	0.189041567
G7708	-0.268598222	0.189167313
G7709	0.35575008	0.189188278
G7710	1.036955083	0.189210927
G7711	-0.273815406	0.189237925
G7712	0.4078603	0.189240196
G7713	-0.936496264	0.189325298
G7714	0.265766197	0.189325686
G7715	0.538686196	0.189332902
G7716	-0.279712623	0.189347317
G7717	0.317217525	0.189426006
G7718	0.734106471	0.189429461
G7719	-0.983515462	0.189451417
G7720	-0.333969071	0.189469708
G7721	3.963589808	0.189501991
G7722	-0.730444835	0.18951016
G7723	0.337231407	0.189536025
G7724	-0.464151707	0.189575898
G7725	0.230947171	0.189635188
G7726	-0.373254466	0.189656988
G7727	0.49793005	0.189674208
G7728	0.234312663	0.189729978
G7729	0.290479209	0.189733091
G7730	1.158026017	0.189772465
G7731	-0.470170346	0.189813561
G7732	0.608680998	0.189848467
G7733	-0.565078101	0.189901782
G7734	-3.614570393	0.189905786
G7735	0.300590864	0.189989527
G7736	0.330528823	0.190024141
G7737	0.328154304	0.190076247
G7738	-0.277258563	0.190108156
G7739	1.903196196	0.190108561
G7740	0.312232052	0.190132464
G7741	-0.250259829	0.190180047
G7742	1.387011287	0.190334821
G7743	0.396200114	0.190336839
G7744	-0.413827728	0.190380718
G7745	-0.659005239	0.190386083
G7746	0.565412066	0.190391608
G7747	0.253039113	0.190416893
G7748	0.288614279	0.190423675
G7749	0.300521708	0.190427341
G7750	-0.987570678	0.19046418
G7751	0.22223241	0.19046916
G7752	-0.605770512	0.190532896
G7753	-1.994259916	0.190561487
G7754	-0.254159882	0.19069528
G7755	0.189991068	0.19069856
G7756	0.208720134	0.190732512
G7757	0.562915121	0.190758674
G7758	-0.898910014	0.190817604
G7759	1.163497272	0.19083265
G7760	-0.246073218	0.190837206
G7761	-0.360140709	0.19085827
G7762	-0.315903923	0.190863779
G7763	3.94735281	0.190872925
G7764	0.236898965	0.19093008
G7765	-0.225632116	0.190947561
G7766	-0.466496029	0.190965446
G7767	0.460147964	0.191051246
G7768	-0.624204588	0.191053135
G7769	-0.363889699	0.191104945
G7770	3.736429331	0.191156549
G7771	-0.382972949	0.191157027
G7772	0.587745851	0.191177253
G7773	-0.220250818	0.191186947
G7774	0.409897469	0.19119355
G7775	-3.569913375	0.19125124
G7776	1.429801867	0.191255305
G7777	-0.270697474	0.191278415
G7778	0.48902968	0.191299625
G7779	0.279725198	0.191304005
G7780	-0.352333628	0.191347469
G7781	-0.410719387	0.191348838
G7782	0.937426128	0.191369564
G7783	-0.377335176	0.191389157
G7784	-1.573608346	0.191457101
G7785	-3.639141549	0.191613052
G7786	-0.321047724	0.191618148
G7787	-0.338125344	0.191626172
G7788	-0.481702271	0.191648298
G7789	0.436152249	0.191655484
G7790	-0.342387451	0.191699029
G7791	-0.25990506	0.191752999
G7792	-0.438236207	0.19176173
G7793	0.46477595	0.191775183
G7794	0.46610784	0.191795735
G7795	-0.408427947	0.191822991
G7796	-0.308988227	0.191850223
G7797	0.218506856	0.191920414
G7798	-0.52494897	0.191952833
G7799	-1.265197216	0.191956898
G7800	-1.825500111	0.191977063
G7801	3.732709584	0.191979189
G7802	0.342305573	0.191983013
G7803	1.287454689	0.191985085
G7804	-3.566592593	0.19199703
G7805	0.873074432	0.192040241
G7806	0.402652553	0.192068062
G7807	0.23349803	0.192078662
G7808	-2.561931766	0.192123966
G7809	-0.460332707	0.192129725
G7810	-0.865184369	0.192166064
G7811	0.543237842	0.19218871
G7812	-1.757512107	0.192254397
G7813	0.22907462	0.19230227
G7814	3.730921501	0.192378041
G7815	0.320002774	0.192388125
G7816	0.273183081	0.192456286
G7817	0.503413503	0.192601904
G7818	-0.329903776	0.19262628
G7819	-3.186172562	0.19268253
G7820	2.297172551	0.19268654
G7821	0.405261798	0.192698392
G7822	2.129533542	0.192723465
G7823	0.649832792	0.192728247
G7824	0.303982427	0.192802326
G7825	1.105358205	0.192930283
G7826	-0.268017243	0.192951979
G7827	-0.303152905	0.192963427
G7828	0.322106875	0.192979828
G7829	-2.16782255	0.19298402
G7830	-1.129093133	0.192985883
G7831	-0.604153452	0.192998178
G7832	0.941012606	0.193001313
G7833	0.353346087	0.193009359
G7834	-0.325192061	0.193038891
G7835	-0.444671117	0.193065545
G7836	-0.419785666	0.193104149
G7837	0.225514263	0.193126345
G7838	-0.402020236	0.19324104
G7839	3.97493948	0.193276263
G7840	-0.269008855	0.193303817
G7841	-0.749212946	0.19333168
G7842	0.345979397	0.193342381
G7843	3.935988738	0.193363975
G7844	0.523868061	0.193375313
G7845	0.440904806	0.193434871
G7846	1.034059379	0.193456411
G7847	-0.221742508	0.193472366
G7848	0.550818355	0.193491321
G7849	0.224566885	0.193546073
G7850	0.362209801	0.1935629
G7851	-2.292607372	0.193590452
G7852	-1.264199979	0.193672912
G7853	0.301609766	0.193689665
G7854	-0.910696408	0.193694011
G7855	1.711808766	0.193742087
G7856	0.462810561	0.193814465
G7857	-0.356717171	0.193824931
G7858	1.940880392	0.193893968
G7859	-1.897708438	0.19390116
G7860	-0.547635806	0.193927406
G7861	3.971698318	0.1939706
G7862	3.971698318	0.1939706
G7863	3.971698318	0.1939706
G7864	-0.505667853	0.19398383
G7865	1.147064125	0.193999875
G7866	0.764683645	0.194078142
G7867	1.477523406	0.194104173
G7868	0.923405025	0.194191425
G7869	0.589210691	0.194207125
G7870	5.08331569	0.194217872
G7871	-0.31756937	0.19429471
G7872	-0.416908443	0.194412083
G7873	0.909602045	0.194417683
G7874	0.288898676	0.194469581
G7875	-1.200722544	0.194531966
G7876	0.243835053	0.19454639
G7877	-3.019464234	0.194573255
G7878	-3.847185129	0.194616967
G7879	0.833855684	0.194661795
G7880	0.528156911	0.194698803
G7881	-1.14600111	0.19470547
G7882	1.151634495	0.194747583
G7883	3.939288359	0.194788246
G7884	1.108302095	0.19480818
G7885	-0.19844609	0.194856514
G7886	0.366630299	0.194862445
G7887	-1.022681011	0.194906971
G7888	0.306417522	0.194927441
G7889	-0.226887	0.1949535
G7890	0.308956651	0.194971383
G7891	-1.064810721	0.194981395
G7892	-0.31564556	0.195010943
G7893	-0.587387824	0.195108915
G7894	-1.736084309	0.195127756
G7895	-0.597978401	0.195244707
G7896	-0.801909692	0.195260422
G7897	-0.379127192	0.195287556
G7898	-0.385749621	0.195306087
G7899	-3.841279817	0.195325508
G7900	-0.385651332	0.195352853
G7901	0.221569526	0.195398772
G7902	0.588295886	0.195406007
G7903	0.325520177	0.195439319
G7904	-0.263925591	0.195461049
G7905	0.438778213	0.195468754
G7906	0.239602073	0.195500879
G7907	-0.965744957	0.195501771
G7908	-0.367074553	0.19558963
G7909	0.329439219	0.195669142
G7910	-0.365508012	0.195676562
G7911	-3.17633676	0.195861029
G7912	-0.803425011	0.195912267
G7913	0.257737478	0.195927961
G7914	0.448653377	0.195934045
G7915	-0.442482098	0.195950629
G7916	-0.770482824	0.195964328
G7917	1.249980162	0.195998322
G7918	-0.290801346	0.196016938
G7919	0.471913502	0.196025115
G7920	3.330144684	0.196031145
G7921	0.402076047	0.196036692
G7922	0.246004012	0.196117694
G7923	0.38438233	0.196162587
G7924	1.046320846	0.196193948
G7925	0.297657981	0.196230691
G7926	2.182477188	0.196240655
G7927	-0.774001642	0.196288786
G7928	-0.263858164	0.196349119
G7929	-0.271168246	0.196397029
G7930	0.229563564	0.196399858
G7931	-1.530397799	0.196414679
G7932	0.666748827	0.19646329
G7933	0.45463667	0.196518956
G7934	-1.602443728	0.196554373
G7935	-0.261669234	0.19658677
G7936	0.316789692	0.196588867
G7937	0.300822456	0.196611893
G7938	-1.348817007	0.19663919
G7939	-0.259033663	0.196660475
G7940	0.759400519	0.196673359
G7941	1.051313913	0.196675917
G7942	0.307768991	0.196687025
G7943	1.908918989	0.196718699
G7944	0.291737115	0.196724741
G7945	-0.186828453	0.196750865
G7946	0.403516402	0.196768151
G7947	1.390021997	0.196778597
G7948	-0.501389813	0.19680927
G7949	-0.341529671	0.196814767
G7950	0.258833336	0.196876918
G7951	-1.481988719	0.196913757
G7952	0.88627538	0.19697291
G7953	0.369630782	0.196974173
G7954	3.92933093	0.196974508
G7955	3.92933093	0.196974508
G7956	-0.43087168	0.196996366
G7957	-0.328615477	0.197023935
G7958	0.302514856	0.19711798
G7959	-1.237032717	0.197142331
G7960	-0.304086424	0.197175922
G7961	-0.265170971	0.197186213
G7962	-0.246753033	0.197193983
G7963	-0.897402037	0.197223186
G7964	0.218262786	0.19722658
G7965	-0.361743613	0.197228483
G7966	-0.533448836	0.197266151
G7967	-0.543366745	0.197296262
G7968	-3.834307121	0.197299384
G7969	-1.562627667	0.197321327
G7970	-0.345951144	0.197377437
G7971	-1.059159709	0.197409659
G7972	1.858640288	0.197433316
G7973	0.284505683	0.197447862
G7974	0.639637681	0.197488388
G7975	-0.320729974	0.197512305
G7976	1.366378497	0.197545148
G7977	0.25182971	0.197556723
G7978	0.382575106	0.197606499
G7979	-0.368945859	0.197610998
G7980	0.30003222	0.197617622
G7981	-1.354669018	0.197689473
G7982	-0.414183637	0.197698508
G7983	0.325215047	0.19772256
G7984	-0.330799287	0.197751026
G7985	0.460639867	0.19775729
G7986	-0.384248921	0.197760289
G7987	1.521544619	0.19783595
G7988	0.281695204	0.197885158
G7989	-0.409799244	0.197957665
G7990	0.464427426	0.198039381
G7991	0.364929986	0.198055658
G7992	-1.314200358	0.198062932
G7993	-0.44602691	0.198065792
G7994	-2.069512838	0.1980669
G7995	0.508104462	0.198070455
G7996	0.304151803	0.198083077
G7997	-0.243063452	0.198105181
G7998	1.078463291	0.198109509
G7999	1.919456644	0.198130246
G8000	-3.797970609	0.198146541
G8001	0.360472907	0.198149865
G8002	-0.303944832	0.19816986
G8003	-0.268426249	0.198202183
G8004	-3.036941781	0.198228846
G8005	-1.03520769	0.198261062
G8006	0.200308989	0.198273284
G8007	1.037521396	0.198281455
G8008	0.372458398	0.198287069
G8009	0.736095251	0.198292003
G8010	-0.384716487	0.198338727
G8011	0.298817815	0.198351072
G8012	0.376384576	0.198403788
G8013	3.950762352	0.19849841
G8014	3.950762352	0.19849841
G8015	1.111578453	0.198499748
G8016	-0.342370844	0.198514046
G8017	0.283591413	0.198528239
G8018	1.105442852	0.198551408
G8019	-0.57052042	0.198582951
G8020	1.07401121	0.198592541
G8021	-1.26928261	0.19859418
G8022	-0.569671827	0.198606527
G8023	0.323258417	0.198611445
G8024	0.384794366	0.198628757
G8025	0.759407228	0.198675241
G8026	-0.538578891	0.198700497
G8027	-3.563260927	0.19873109
G8028	-0.210878458	0.198762263
G8029	-0.415339189	0.198773728
G8030	0.218505766	0.19878058
G8031	-0.539092931	0.198822441
G8032	-0.33493047	0.19883514
G8033	0.530721118	0.198867812
G8034	-0.517531826	0.198892993
G8035	-0.426035517	0.199003233
G8036	-0.382996357	0.199045604
G8037	0.225382156	0.199081561
G8038	2.341180794	0.19908772
G8039	3.725387865	0.199113319
G8040	0.217242968	0.199114558
G8041	0.491997479	0.199128277
G8042	-3.219693781	0.199190292
G8043	-0.252164408	0.199199583
G8044	-0.323313861	0.199204119
G8045	-1.609883709	0.199247083
G8046	-0.573914362	0.199288377
G8047	0.417089467	0.19933994
G8048	-1.009304969	0.19936909
G8049	-0.215966094	0.199489899
G8050	-2.920404358	0.199499588
G8051	0.251823649	0.199525401
G8052	-3.774854683	0.19954292
G8053	-0.356560429	0.199549064
G8054	-0.635197816	0.199592142
G8055	-0.290825641	0.199737314
G8056	2.673144058	0.199742659
G8057	0.273141941	0.19976001
G8058	0.524910305	0.199797888
G8059	0.242013653	0.199858936
G8060	0.35725602	0.19987552
G8061	-0.587058844	0.199935196
G8062	0.212660162	0.199955672
G8063	-0.296926467	0.19996624
G8064	-0.451797314	0.199994162
G8065	0.688535262	0.200074285
G8066	-0.777991866	0.200076485
G8067	-0.356375449	0.20009334
G8068	-0.223794065	0.200129789
G8069	-0.308872595	0.200133461
G8070	-0.914987822	0.200137309
G8071	0.792463979	0.200162804
G8072	1.000937488	0.20016453
G8073	-0.227038298	0.200177565
G8074	0.386735976	0.200243435
G8075	0.463628729	0.20032894
G8076	-0.365935847	0.20034186
G8077	-0.242579992	0.200386515
G8078	0.288396053	0.200386782
G8079	-0.326700948	0.200435699
G8080	0.628635682	0.200437842
G8081	0.870028796	0.200469434
G8082	-0.42799452	0.20049641
G8083	0.529633209	0.200509001
G8084	-0.260122242	0.200515762
G8085	-0.353364745	0.200525072
G8086	-1.02480657	0.200533202
G8087	-1.921526185	0.200552856
G8088	0.261661755	0.200594544
G8089	1.136123089	0.200696358
G8090	0.399608395	0.200756354
G8091	-2.291757076	0.200805342
G8092	-0.847894809	0.20088962
G8093	1.218743852	0.200919796
G8094	0.222516586	0.200974799
G8095	-0.292566891	0.200982311
G8096	1.1675248	0.201011402
G8097	-0.37908978	0.201043373
G8098	-0.424489613	0.201118482
G8099	0.456158004	0.201228131
G8100	-1.170134535	0.201232595
G8101	0.83196604	0.201233854
G8102	0.218180789	0.201251765
G8103	2.439132093	0.201280908
G8104	0.446550713	0.201293245
G8105	-0.352098401	0.201308556
G8106	-0.362150532	0.201318071
G8107	-0.216095324	0.201322992
G8108	1.051234892	0.201355971
G8109	1.053684903	0.201370777
G8110	-2.624514761	0.20142599
G8111	-0.448893177	0.201492461
G8112	-1.344904548	0.201505174
G8113	-0.320207124	0.20150627
G8114	-0.186493296	0.201539027
G8115	-0.262850604	0.201559662
G8116	0.570264428	0.201618994
G8117	3.714085163	0.201640621
G8118	0.381644334	0.201641845
G8119	-0.260164472	0.201643292
G8120	-0.419787535	0.201667104
G8121	1.945230812	0.20178498
G8122	-0.31632992	0.201788876
G8123	-0.47463297	0.201793992
G8124	0.625919552	0.201818191
G8125	-0.229628408	0.201905005
G8126	-0.295383011	0.201910864
G8127	0.25690638	0.201930493
G8128	-0.270185526	0.201939369
G8129	-0.264173194	0.201985603
G8130	0.257465107	0.202001733
G8131	0.251134755	0.202044795
G8132	0.35173845	0.202057568
G8133	1.801076883	0.202074253
G8134	1.908709656	0.202075341
G8135	-0.343812321	0.20208547
G8136	-0.278042311	0.202107907
G8137	0.421725834	0.20211658
G8138	4.172941911	0.202135271
G8139	4.172941911	0.202135271
G8140	4.172941911	0.202135271
G8141	4.172941911	0.202135271
G8142	4.172941911	0.202135271
G8143	4.172941911	0.202135271
G8144	-0.253645372	0.202166922
G8145	-1.049004062	0.202187891
G8146	0.384687007	0.202192593
G8147	0.429698938	0.202225744
G8148	0.239392114	0.202363506
G8149	1.072422106	0.20236378
G8150	0.221709024	0.20237502
G8151	0.214892764	0.202400815
G8152	0.320652461	0.20241128
G8153	1.222313632	0.202414832
G8154	-0.458639635	0.202475749
G8155	-3.52747362	0.202483567
G8156	0.652783623	0.20249028
G8157	-0.932158528	0.202490691
G8158	-0.247179138	0.20251346
G8159	0.289948175	0.202524692
G8160	0.916362038	0.202529638
G8161	-0.84409517	0.202566228
G8162	0.401570991	0.202649094
G8163	-3.777410519	0.202659733
G8164	0.668749744	0.202668895
G8165	-1.07211863	0.20269267
G8166	0.379372668	0.202694594
G8167	0.415435948	0.202705463
G8168	-0.307239866	0.202707847
G8169	-0.450738821	0.202761438
G8170	-0.402079927	0.202768312
G8171	-1.765343802	0.202779179
G8172	1.111426611	0.202783184
G8173	0.418924313	0.202808869
G8174	0.308178855	0.202834157
G8175	0.242177985	0.202842592
G8176	3.930886953	0.202843312
G8177	3.930886953	0.202843312
G8178	0.316062385	0.202902726
G8179	-0.21304721	0.2029252
G8180	-0.290418526	0.202964026
G8181	0.656253375	0.203022515
G8182	0.236728495	0.20306624
G8183	0.442329657	0.203077424
G8184	0.387548659	0.203197739
G8185	-1.783707919	0.203212226
G8186	0.350172536	0.203224407
G8187	-0.82158379	0.203242753
G8188	0.619459119	0.203251507
G8189	-0.266932941	0.203260388
G8190	0.274611011	0.203265016
G8191	-0.285910566	0.203347367
G8192	1.045182281	0.20340471
G8193	-0.263052213	0.203534263
G8194	0.239507932	0.20361998
G8195	1.894153662	0.203629993
G8196	0.666549641	0.203665582
G8197	-0.303004053	0.203718479
G8198	0.387534097	0.203733499
G8199	-0.221994855	0.203776891
G8200	1.22755618	0.20379201
G8201	1.378916695	0.203794946
G8202	0.235206788	0.20384029
G8203	0.302704394	0.203854756
G8204	-2.507707996	0.203861045
G8205	-0.649401625	0.203865301
G8206	-0.303743442	0.203992561
G8207	-0.302996896	0.204034567
